URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
109838,872,Wokingham,2102,Loddon Junior School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/08/2006,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,297,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Hillside Road,Earley,,Reading,Berkshire,RG6 7LP,,1189262020,Mrs,Heather,Holt,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002385,Maiden Erlegh,E14001048,Wokingham,C1,Urban city and town,E06000041,475722,171236,,Wokingham 006,Wokingham 006F,,,,,,903,Pre LGR (1998) Berkshire,2102,,North-West London and South-Central England,,,,E02003444,E01016669
109862,872,Wokingham,2129,The Loddon Infant School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31/08/2006,2,Primary,5,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,237,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Silverdale Road,Earley,,Reading,Berkshire,RG6 7LR,www.loddoninfant.org.uk,1189261449,Mrs,Janet,Maul,Acting Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002385,Maiden Erlegh,E14001048,Wokingham,C1,Urban city and town,E06000041,475771,171125,,Wokingham 008,Wokingham 008D,,,,,,903,Pre LGR (1998) Berkshire,2129,,North-West London and South-Central England,,14057098,,E02003446,E01016665
131192,872,Wokingham,3371,Loddon Primary School,1,Community school,4,LA maintained schools,1,Open,1,Result of Amalgamation,01/09/2006,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,582,0,Not applicable,18/01/2018,551,300,251,3.6,0,Not applicable,,,Not applicable,,Not under a federation,,,10075262,,Not applicable,23/01/2018,0,Not applicable,20/09/2018,Silverdale Road,Earley,,Reading,Berkshire,RG6 7LR,www.loddonprimary.co.uk/,1189261449,Mrs,Sarah,Phillips,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002385,Maiden Erlegh,E14001048,Wokingham,C1,Urban city and town,E06000041,475771,171125,,Wokingham 008,Wokingham 008D,,,,,,999,,,Good,North-West London and South-Central England,,14057098,,E02003446,E01016665
110054,872,Wokingham,4041,Ryeish Green School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,2,Closure,31/08/2010,4,Secondary,11,18,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,4,Non-selective,1113,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,10005597,,Not applicable,,0,Not applicable,14/11/2018,Ryeish Green,Spencers Wood,,Reading,Berkshire,RG7 1ER,http://www.ryeishgreen.wokingham.sch.uk/,1189883133,Mrs,Jenny,Garner,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resource Provision,,,,,J,South East,E06000041,Wokingham,E05002389,Shinfield South,E14001048,Wokingham,D1,Rural town and fringe,E06000041,472097,167653,,Wokingham 017,Wokingham 017B,,,,,,903,Pre LGR (1998) Berkshire,4041,,North-West London and South-Central England,,10000089768,,E02003455,E01016683
138367,872,Wokingham,4000,Oakbank,35,Free schools,11,Free Schools,1,Open,6,New Provision,01/09/2012,99,,,4,Secondary,11,16,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,None,0,Not applicable,4,Non-selective,560,0,Not applicable,18/01/2018,481,266,215,13.3,3,Supported by a multi-academy trust,2597,CFBT SCHOOLS TRUST,Linked to a sponsor,Education Development Trust,Not applicable,,,10038735,,Not applicable,22/06/2016,0,Not applicable,18/10/2018,Hyde End Lane,Ryeish Green,,Reading,Berkshire,RG7 1ER,www.oakbank.education,1189883616,Ms,Maggie,Callaghan,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002389,Shinfield South,E14001048,Wokingham,D1,Rural town and fringe,E06000041,472097,167653,,Wokingham 017,Wokingham 017B,Ofsted,,,,,999,,2000,Good,North-West London and South-Central England,,14002183,,E02003455,E01016683
134424,872,Wokingham,6013,The Vine Christian School,11,Other independent school,3,Independent schools,1,Open,6,New Provision,29/08/2003,0,Not applicable,,0,Not applicable,3,18,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,15,Christian,Christian,0,Not applicable,0,Not applicable,30,0,Not applicable,18/01/2018,22,12,10,,0,Not applicable,,,Not applicable,,Not applicable,,,10018784,,Not applicable,,0,Not applicable,26/11/2018,Basingstoke Road,,Three Mile Cross,Reading,Berkshire,RG7 1HF,www.vinechristianschool.org.uk,1189886464,Headteacher,Eve,Strike,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002389,Shinfield South,E14001048,Wokingham,D1,Rural town and fringe,E06000041,471555,167911,,Wokingham 017,Wokingham 017A,Ofsted,0,0,Does not have boarders,,999,,,,North-West London and South-Central England,,14001091,,E02003455,E01016682
109830,872,Wokingham,2089,Lambs Lane Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,226,2,No Special Classes,18/01/2018,224,119,105,12.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10042648,,Not applicable,12/01/2017,0,Not applicable,19/09/2018,Back Lane,Spencers Wood,,Reading,Berkshire,RG7 1JB,www.lambslane.wokingham.sch.uk/,1189883820,Mrs,Sharon,Finn,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,OTH - Other Difficulty/Disability,,,,,,,,,,,,,Resource Provision,6,10,,,J,South East,E06000041,Wokingham,E05002392,Swallowfield,E14001048,Wokingham,E1,Rural village,E06000041,471322,165758,,Wokingham 017,Wokingham 017C,,,,,,903,Pre LGR (1998) Berkshire,2089,Good,North-West London and South-Central England,,14000422,,E02003455,E01016690
110015,872,Wokingham,3319,Grazeley Parochial Church of England Aided Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,180,2,No Special Classes,18/01/2018,171,90,81,6.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10075731,,Not applicable,01/03/2016,0,Not applicable,19/09/2018,Mereoak Lane,Grazeley,,Reading,Berkshire,RG7 1JY,www.grazeley.wokingham.sch.uk/,1189883340,Miss,Celia,Thatcher,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002389,Shinfield South,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000041,470018,166827,,Wokingham 017,Wokingham 017A,,,,,,903,Pre LGR (1998) Berkshire,3319,Good,North-West London and South-Central England,,14000332,,E02003455,E01016682
109829,872,Wokingham,2088,Farley Hill Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,210,0,Not applicable,18/01/2018,205,115,90,3.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10077315,,Not applicable,12/05/2016,0,Not applicable,19/09/2018,Church Road,Farley Hill,,Reading,Berkshire,RG7 1UB,www.farleyhillprimary.co.uk,1189732148,Mrs,Emma,Clarke,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,J,South East,E06000041,Wokingham,E05002392,Swallowfield,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000041,475569,164301,,Wokingham 017,Wokingham 017D,,,,,,903,Pre LGR (1998) Berkshire,2088,Good,North-West London and South-Central England,,14004733,,E02003455,E01016691
128306,872,Wokingham,7013,Hephaistos School,7,Community special school,5,Special schools,2,Closed,0,Not applicable,,0,Not applicable,31/08/1987,0,Not applicable,9,19,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,26/09/2017,Castle Hill,Farley Hill,,Reading,,RG7 1XD,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000041,Wokingham,E05002392,Swallowfield,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000041,475054,165215,,Wokingham 017,Wokingham 017D,,,,,,999,,,,,,,,E02003455,E01016691
116369,850,Hampshire,3389,Silchester Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE40,Diocese of Winchester,0,Not applicable,210,2,No Special Classes,18/01/2018,194,96,98,2.1,0,Not applicable,,,Not applicable,,Not under a federation,,,10071531,,Not applicable,21/05/2015,0,Not applicable,20/09/2018,School Lane,Silchester,,Reading,Berkshire,RG7 2NJ,www.silchesterschool.org,1189700256,Ms,Kathryn,Williams,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000084,Basingstoke and Deane,E05004448,Pamber and Silchester,E14000844,North East Hampshire,E1,Rural village,E10000014,462703,162379,,Basingstoke and Deane 002,Basingstoke and Deane 002A,,,,,,917,Pre LGR (1997) Hampshire,,Good,South-East England and South London,,10000453719,,E02004676,E01022493
109858,869,West Berkshire,2125,Garland Junior School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,240,2,No Special Classes,18/01/2018,216,102,114,13,0,Not applicable,,,Not applicable,,Not under a federation,,,10079847,,Not applicable,20/03/2018,0,Not applicable,19/09/2018,Clay Hill Road,Burghfield Common,,Reading,Berkshire,RG7 3HG,www.garland.westberks.dbprimary.com/,1189832776,Miss,Emily,Dawkins,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002293,Burghfield,E14001048,Wokingham,D1,Rural town and fringe,E06000037,465244,167295,,West Berkshire 015,West Berkshire 015B,,,,,,903,Pre LGR (1998) Berkshire,2125,Good,North-West London and South-Central England,,10009196443,,E02003381,E01016268
109887,869,West Berkshire,2158,Mrs Bland's Infant School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,2,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,244,2,No Special Classes,18/01/2018,211,95,116,14.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10069740,,Not applicable,07/05/2015,0,Not applicable,19/09/2018,Jordan's Lane,Burghfield Common,,Reading,Berkshire,RG7 3LP,www.mrsblandsinfants.co.uk,1189832332,Mrs,Catherine,Nisbet,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002293,Burghfield,E14001048,Wokingham,D1,Rural town and fringe,E06000037,464851,166975,,West Berkshire 015,West Berkshire 015A,,,,,,903,Pre LGR (1998) Berkshire,2158,Good,North-West London and South-Central England,,10023922054,,E02003381,E01016267
109977,869,West Berkshire,3042,Mortimer St Mary's C.E. Junior School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,240,2,No Special Classes,18/01/2018,216,118,98,3.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10078921,,Not applicable,01/12/2016,0,Not applicable,19/09/2018,The Street,Mortimer,,Reading,Berkshire,RG7 3PB,www.msm.westberks.dbprimary.com/,1189332491,Mrs,Nicola,Sumner,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000037,466487,164285,,West Berkshire 022,West Berkshire 022B,,,,,,903,Pre LGR (1998) Berkshire,3042,Good,North-West London and South-Central England,,1.00E+11,,E02003388,E01016308
109978,869,West Berkshire,3043,Mortimer St John's C.E. Infant School,3,Voluntary controlled school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,180,2,No Special Classes,18/01/2018,169,72,97,5.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10078336,,Not applicable,09/02/2016,0,Not applicable,19/09/2018,West End Road,Mortimer,,Reading,Berkshire,RG7 3SY,www.msj.w-berks.sch.uk,1189332242,Mrs,Nicola,Sumner,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,D1,Rural town and fringe,E06000037,465359,164536,,West Berkshire 022,West Berkshire 022A,,,,,,903,Pre LGR (1998) Berkshire,3043,Good,North-West London and South-Central England,,1.00E+11,,E02003388,E01016307
110048,869,West Berkshire,4031,The Willink School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11,18,0,Not applicable,No Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,4,Non-selective,995,2,No Special Classes,18/01/2018,1028,527,501,3.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10006865,,Not applicable,12/06/2018,0,Not applicable,18/10/2018,School Lane,Burghfield Common,,Reading,Berkshire,RG7 3XJ,www.willinkschool.org.uk,1189832030,Mr,P,Fry,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002293,Burghfield,E14001048,Wokingham,D1,Rural town and fringe,E06000037,464767,166788,,West Berkshire 015,West Berkshire 015A,,,,,,903,Pre LGR (1998) Berkshire,4031,Good,North-West London and South-Central England,,10009196443,,E02003381,E01016267
110021,869,West Berkshire,3325,Sulhamstead and Ufton Nervet School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,105,2,No Special Classes,18/01/2018,107,59,48,0.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10075727,,Not applicable,27/06/2017,0,Not applicable,19/09/2018,Church Lane,Ufton Nervet,,Reading,Berkshire,RG7 4HH,www.sun.w-berks.sch.uk,1189832223,Mr,Daryl,Jordan,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000037,463382,167566,,West Berkshire 022,West Berkshire 022C,,,,,,903,Pre LGR (1998) Berkshire,3325,Good,North-West London and South-Central England,,10009197791,,E02003388,E01016309
110170,869,West Berkshire,6010,The Ark School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,,0,Not applicable,15/11/2000,0,Not applicable,2,5,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,None,0,Not applicable,4,Non-selective,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,25/09/2015,School Road,Padworth,,Reading,Berkshire,RG7 4JA,,1189834802,Mr,J S,Hartley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000037,461811,166374,,West Berkshire 022,West Berkshire 022C,,,,,,903,Pre LGR (1998) Berkshire,6158,,North-West London and South-Central England,,,,E02003388,E01016309
133578,870,Reading,6015,The Ark School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,28/01/2002,2,Closure,28/01/2002,0,Not applicable,2,5,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,None,0,Not applicable,4,Non-selective,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,25/09/2015,School Road,Lower Padworth,,Reading,Berkshire,RG7 4JA,,1189834802,Mrs,P A,Oakley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000038,461811,166374,,West Berkshire 022,West Berkshire 022C,,,,,,999,,,,North-West London and South-Central England,,,,E02003388,E01016309
134672,869,West Berkshire,6015,The Ark School,11,Other independent school,3,Independent schools,2,Closed,2,Result of Closure,28/01/2002,8,Does not meet criteria for registration,27/10/2008,0,Not applicable,5,9,1,No boarders,Not applicable,2,Does not have a sixth form,3,Mixed,6,None,Church of England,0,Not applicable,0,Not applicable,56,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,25/09/2015,School Road,Padworth,,Reading,Berkshire,RG7 4JA,,1189834802,Mrs,P A,Oakley,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000037,461811,166374,,West Berkshire 022,West Berkshire 022C,,0,0,,Oakley Educational Consultants L,999,,,,North-West London and South-Central England,,,,E02003388,E01016309
110175,869,West Berkshire,6013,Alder Bridge School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,24/09/1993,0,Not applicable,,0,Not applicable,3,12,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0,Not applicable,4,Non-selective,109,2,No Special Classes,18/01/2018,61,34,27,,0,Not applicable,,,Not applicable,,Not applicable,,,10018524,,Not applicable,,0,Not applicable,14/11/2018,Bridge House,Mill Lane,Padworth,Reading,Berkshire,RG7 4JU,www.alderbridge.org.uk,1189714471,,Not Applicable,College of Teachers,College of Teachers,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,E1,Rural village,E06000037,460369,166973,,West Berkshire 022,West Berkshire 022C,SIS,1,6,Does not have boarders,,903,Pre LGR (1998) Berkshire,6165,,North-West London and South-Central England,,1.00E+11,,E02003388,E01016309
110174,869,West Berkshire,6012,The Cedars School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,06/10/1992,0,Not applicable,,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Christian,0,Not applicable,4,Non-selective,60,2,No Special Classes,18/01/2018,37,24,13,,0,Not applicable,,,Not applicable,,Not applicable,,,10077552,,Not applicable,,0,Not applicable,14/11/2018,Church Road,Aldermaston,,Reading,Berkshire,RG7 4LR,,1189714251,Mrs,Jane,O'Halloran,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002289,Aldermaston,E14000830,Newbury,E1,Rural village,E06000037,459259,165164,,West Berkshire 011,West Berkshire 011A,ISI,0,3,Does not have boarders,Penelope Jane O'Halloran,903,Pre LGR (1998) Berkshire,6163,,North-West London and South-Central England,,2.00E+11,,E02003377,E01016254
109947,869,West Berkshire,3004,Aldermaston C.E. Primary School,3,Voluntary controlled school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,196,2,No Special Classes,18/01/2018,154,78,76,13,0,Not applicable,,,Not applicable,,Not under a federation,,,10075752,,Not applicable,10/06/2015,0,Not applicable,19/09/2018,Wasing Lane,Aldermaston,,Reading,Berkshire,RG7 4LX,www.aldermaston.org.uk,1189713362,Mrs,Melanie,Higgs,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002289,Aldermaston,E14000830,Newbury,C1,Urban city and town,E06000037,458858,165341,,West Berkshire 011,West Berkshire 011A,,,,,,903,Pre LGR (1998) Berkshire,3004,Good,North-West London and South-Central England,,2.00E+11,,E02003377,E01016254
110169,869,West Berkshire,6009,Padworth College,11,Other independent school,3,Independent schools,1,Open,6,New Provision,01/09/1963,0,Not applicable,,0,Not applicable,13,19,3,Boarding school,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,None,0,Not applicable,4,Non-selective,120,2,No Special Classes,18/01/2018,79,47,32,,0,Not applicable,,,Not applicable,,Not applicable,,,10008820,,Not applicable,,0,Not applicable,14/01/2019,Sopers Lane,Padworth,,Reading,Berkshire,RG7 4NR,www.padworth.com,1189832644,Mr,C,Randell,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002305,Mortimer,E14001048,Wokingham,F1,Rural hamlet and isolated dwellings,E06000037,461326,166253,,West Berkshire 022,West Berkshire 022C,ISI,1,3,Has boarders,,903,Pre LGR (1998) Berkshire,6154,,North-West London and South-Central England,,2.00E+11,,E02003388,E01016309
110173,869,West Berkshire,6011,Sek International School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,,0,Not applicable,07/08/2001,0,Not applicable,11,16,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,None,0,Not applicable,2,Selective,,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,25/09/2015,Little Park House,Brimpton,,Reading,Berkshire,RG7 4ST,,1734713213,Mrs,J,Bermant,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002289,Aldermaston,E14000830,Newbury,F1,Rural hamlet and isolated dwellings,E06000037,454542,164145,,West Berkshire 011,West Berkshire 011B,,,,,,903,Pre LGR (1998) Berkshire,6162,,North-West London and South-Central England,,,,E02003377,E01016255
